id;title;fonoteegi_nr;description;eetris;kestus;toimetajad;kategooria;esinejad;url;video
5303;PÄEVAKAJA NR. 18977.;RMARH-66794;"";14.04.2013;00:14:53;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Kilk Aleksander, Liin Lembit, Kenk Olev, Lõhmuste Toomas, Valker Marko, Soopan Ivar, Mets Merilin, Koppel Karin, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18977;https://media.err.ee:80/arhiiv/@/AUDIO/a_66794_RMARHIIV.m4a
5304;PÄEVAKAJA NR. 18978.;RMARH-66795;"";15.04.2013;00:23:52;Mälberg Mall;Päevakaja;"Mälberg Mall, Aeg Raivo, Holsmer Remo, Simson Kadri, Vassiljev Rannar, Sester Sven, Toom Uku, Sõerd Aivar, Viilmann Natalja, Soosaar Orsolya, Kiisler Indrek, Tänak Riho, Peultier Anne, Paves Taimi, Eentalu Riina, Vene Siim-Sander, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18978;https://media.err.ee:80/arhiiv/@/AUDIO/a_66795_RMARHIIV.m4a
5305;PÄEVAKAJA NR. 18979.;RMARH-66868;"";16.04.2013;00:23:55;Toom Uku;Päevakaja;"Toom Uku, Raud Neeme, Kaimre Paavo, Hallik Martin, Ojakivi Mirko, Kitt Robert, Arro Rait, Valdek Kevin, Lass Liisu, Urbsoo Krista, Paluste Heli, Talvik Anneli, Luts Katrin, Karjatse Tõnu, Uustalu Kert, Nikolajev Jüri, Sehr Andres, Saaremets Raul, Libe Taavi, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-18979;https://media.err.ee:80/arhiiv/@/AUDIO/a_66868_RMARHIIV.m4a
5306;PÄEVAKAJA NR. 18980.;RMARH-66869;"";17.04.2013;00:24:38;Salme Janek;Päevakaja;"Salme Janek, Merkel Angela, Ansip Andrus, Tralla Johannes, Ligi Jürgen, Stalnuhhin Mihhail, Toom Uku, Gavronski Anna, Rebane Mari, Ilves Toomas Hendrik, Stavridis James, Lass Liisu, Altjõe Ahto, Kaljurand Ain, Sobak Kristi, Holst Indrek, Tagel Angelika, Männik Priit, Gaškov Ago, Kilumets Juhan, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18980;https://media.err.ee:80/arhiiv/@/AUDIO/a_66869_RMARHIIV.m4a
5307;PÄEVAKAJA NR. 18981.;RMARH-66870;"";18.04.2013;00:25:10;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Teppan-Kolk Merike, Usin Raino, Vilgats Ester, Sägi Anne, Laes Tiiu-Liisa, Lehtmäe Ty, Mälberg Mall, Sester Sven, Simson Kadri, Toom Uku, Klandorf Kalle, Kalbina Jelena, Kikkul Margus, Kurvits Hendrik, Mölder Aavo, Ojakivi Mirko, Rahuoja Riho, Soopan Ivar, Sukles Siim, Kilumets Juhan, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18981;https://media.err.ee:80/arhiiv/@/AUDIO/a_66870_RMARHIIV.m4a
5308;PÄEVAKAJA NR. 18982.;RMARH-67055;"";19.04.2013;00:25:00;Rebane Mari;Päevakaja;"Rebane Mari, Sobak Kristi, Voog Aivar, Veebel Viljar, Lass Liisu, Krall Katri, Nikolajev Jüri, Duubas Kristjan, Otsmaa Margitta, Ulm Tõnis, Soopan Ivar, Paet Urmas, Grinberga Maima, Pai Sirle, Kõiv Kaspar, Liive Sandor, Tiisler Alvar, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18982;https://media.err.ee:80/arhiiv/@/AUDIO/a_67055_RMARHIIV.m4a
5309;PÄEVAKAJA NR. 18983.;RMARH-67058;"";20.04.2013;00:19:32;Sobak Kristi;Päevakaja;"Sobak Kristi, Voog Aivar, Lass Liisu, Herkel Andres, Lambot Karli, Mälberg Mall, Veissmann Karin, Vilgats Ester, Prangel Margus, Lätt Hedvig, Luzgin Andrei, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18983;https://media.err.ee:80/arhiiv/@/AUDIO/a_67058_RMARHIIV.m4a
5310;PÄEVAKAJA NR. 18984.;RMARH-67059;"";21.04.2013;00:15:05;Salme Janek;Päevakaja;"Salme Janek, Tüür Tarmo, Pärna Ott, Gaškov Ago, Reismaa Marju, Uibo Jaan, Lukas Tõnis, Ojakivi Mirko, Turton Kadri-Liis, Metsoja Andres, Ruuda Rasmus, Vilgats Ester, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18984;https://media.err.ee:80/arhiiv/@/AUDIO/a_67059_RMARHIIV.m4a
5311;PÄEVAKAJA NR. 18985.;RMARH-67085;"";22.04.2013;00:24:39;Sobak Kristi;Päevakaja;"Sobak Kristi, Martens Tarvi, Madise Ülle, Kiisler Indrek, Adamson Aivo, Tatter Ain, Kutti Ants, Koidu Urmas, Nikolajev Jüri, Vissak Margit, Ääremaa Andres, Bitova Jelena, Klaas Urmas, Ojakivi Mirko, Vunk Aldur, Vilgats Ester, Keel Avo, Tribuntsov Ralf, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18985;https://media.err.ee:80/arhiiv/@/AUDIO/a_67085_RMARHIIV.m4a
5312;PÄEVAKAJA NR. 18986.;RMARH-67086;"";23.04.2013;00:25:29;Mälberg Mall;Päevakaja;"Mälberg Mall, Sester Sven, Simson Kadri, Tsahkna Margus, Sobak Kristi, Põder Andres, Holtby Christopher, Ansip Andrus, Rõivas Taavi, Lass Liisu, Kõlvart Mihhail, Käosaar Irene, Paet Urmas, Tralla Johannes, Lukas Tõnis, Ehrenpreis Piret, Mustonen Andres, Eentalu Riina, Toobal Kert, Susi Joosep, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18986;https://media.err.ee:80/arhiiv/@/AUDIO/a_67086_RMARHIIV.m4a
5313;PÄEVAKAJA NR. 18987.;RMARH-67190;"";24.04.2013;00:22:17;Lass Liisu;Päevakaja;"Lass Liisu, Tõnurist Anu, Tiit Ene-Margit, Vissak Margit, Ender Jon, Seeder Helir-Valdor, Otsmaa Margitta, Veski Anne, Birov Andrei, Asmann Ahti, Veismann Erkki, Paris Krister, Põder Andres, Palli Mattias, Karjatse Tõnu, Valge Jüri, Ilves Toomas Hendrik, Kingisepp Valve-Liivi, Gaškov Ago, Kreek Ardo, Padar Martin, Kilumets Juhan, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18987;https://media.err.ee:80/arhiiv/@/AUDIO/a_67190_RMARHIIV.m4a
5314;PÄEVAKAJA NR. 18988.;RMARH-67191;"";25.04.2013;00:22:08;Vare Kai;Päevakaja;"Vare Kai, Ligi Jürgen, Reinsalu Urmas, Salme Janek, Mölder Aavo, Õunpu Margus, Šank Ruve, Potisepp Sirje, Seeder Helir-Valdor, Mälberg Mall, Parts Juhan, Otsmaa Margitta, Mutt Mihkel, Seppel Ly, Eentalu Riina, Ruut Indrek, Varrak Alar, Luuk Merili, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18988;https://media.err.ee:80/arhiiv/@/AUDIO/a_67191_RMARHIIV.m4a
5315;PÄEVAKAJA NR. 18989.;RMARH-67559;"";26.04.2013;00:25:04;Mälberg Mall;Päevakaja;"Mälberg Mall, Harjo Andres, Otsmaa Margitta, Ginter Carri, Sester Sven, Sõerd Aivar, Nestor Eiki, Stalnuhhin Mihhail, Salme Janek, Vallimäe Henn, Villmann Arvo, Vilgats Ester, Noormägi Valdur, Sarevet Mati, Rajangu Indrek, Tralla Johannes, Koov Katrin, Reimand Evelin, Normatova Rano, Jõeluht Jane, Krause Reet, Kristianson Lilia, Mölder Jaan, Tiisler Alvar, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18989;https://media.err.ee:80/arhiiv/@/AUDIO/a_67559_RMARHIIV.m4a
5316;PÄEVAKAJA NR. 18990.;RMARH-67245;"";27.04.2013;00:17:49;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Ots Loone, Tikerpuu Anniki, Sobak Kristi, Saarend Paet Urmas, Grauberg Martha, Sedunov Igor, Ussobv Aleksandr, Gaškov Ago, Kase Kalle, Lutsepp Elo, Soopan Ivar, Rajavee Allan, Budõlin Aleksei, Susi Joosep, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18990;https://media.err.ee:80/arhiiv/@/AUDIO/a_67245_RMARHIIV.m4a
5317;PÄEVAKAJA NR. 18991.;RMARH-67339;"";28.04.2013;00:14:42;Vare Kai;Päevakaja;"Vare Kai, Tamm Andrus, Allik Jaak, Nikolajev Jüri, Lilla Sven, Luzkov Kersti, Hoop Andres, Ehrenpreis Piret, Contra, Vallikivi Mari, Kond Ragnar, Allemann Sandra, Kenk Olev, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-18991;https://media.err.ee:80/arhiiv/@/AUDIO/a_67339_RMARHIIV.m4a
5318;PÄEVAKAJA NR. 18992.;RMARH-67340;"";29.04.2013;00:23:14;Mälberg Mall;Päevakaja;"Mälberg Mall, Guljavin Marge, Koor Erko, Kerstna Kätlin, Gaškov Ago, Beltadze Diana, Lass Liisu, Lauri Maris, Palts Mait, Karjatse Tõnu, Märtmann Helina, Link Lenno, Kenk Olev, Järvela Kalev, Eentalu Riina, Nurme Tiidrek, Libe Taavi, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18992;https://media.err.ee:80/arhiiv/@/AUDIO/a_67340_RMARHIIV.m4a
5319;PÄEVAKAJA NR. 18993.;RMARH-67381;"";30.04.2013;00:23:35;Lass Liisu;Päevakaja;"Lass Liisu, Ehrenpreis Piret, Karzai Hamid, Karjatse Tõnu, Vare Kai, Rõivas Taavi, Paavel Meelis, Peterson Peep, Toom Uku, Käsper Kari, Meiorg Marianne, Delrue Bruno, Tänav Tõnis, Kolk Peeter, Tralla Johannes, Muld Margus, Leedo Vjatšeslav, Tiisler Alvar, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18993;https://media.err.ee:80/arhiiv/@/AUDIO/a_67381_RMARHIIV.m4a
5320;PÄEVAKAJA NR. 18994.;RMARH-67382;"";01.05.2013;00:19:40;Toom Uku;Päevakaja;"Toom Uku, Peterson Peep, Lember Jüri, Sobak Kristi, Kapkov Sergei, Paris Krister, Rääsk Mario, Ojakivi Mirko, Šorin Marko, Vilgats Ester, Riis Jaan, Suuroja Kalle, Gaškov Ago, Tiisler Alvar, Klopp Jürgen, Susi Joosep, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18994;https://media.err.ee:80/arhiiv/@/AUDIO/a_67382_RMARHIIV.m4a
5321;PÄEVAKAJA NR. 18995.;RMARH-67482;"";02.05.2013;00:24:34;Mälberg Mall;Päevakaja;"Mälberg Mall, Parts Juhan, Raasuke Erkki, Toom Uku, Maasik Mart, Hõbejõgi Taavi, Salme Janek, Tullus Hardi, Uprus Maarika, Jõgiste Kalev, Ojakivi Mirko, Heinlaid Kaupo, Mägi Margus, Vaikmaa Märten, Priske Marika, Muld Margus, Luure Urmas, Paaver Toomas, Karjatse Tõnu, Ojasoo Tiit, Seli Neinar, Kilumets Juhan, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18995;https://media.err.ee:80/arhiiv/@/AUDIO/a_67482_RMARHIIV.m4a
5322;PÄEVAKAJA NR. 18996.;RMARH-67499;"";03.05.2013;00:25:10;Salme Janek;Päevakaja;"Salme Janek, Paet Urmas, Liive Sandor, Kiisler Indrek, Tiivas Gert, Kern Peeter, Lass Liisu, Rehn Olli, Tralla Johannes, Pakler Tarmo, Siigur Urmas, Gaškov Ago, Tüür Tarmo, Varik Villem, Ojakivi Mirko, Truuväärt Reet, Mäetalu Mati, Muld Margus, Mae Jaak, Hernits Margus, Susi Joosep, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18996;https://media.err.ee:80/arhiiv/@/AUDIO/a_67499_RMARHIIV.m4a
5323;PÄEVAKAJA NR. 18997.;RMARH-67502;"";04.05.2013;00:17:43;Lass Liisu;Päevakaja;"Lass Liisu, Tüür Tarmo, Ojakivi Mirko, Mandel Mati, Soopan Ivar, Všivtsev Vladimir, Jürjo Villu, Nikolajev Jüri, Noorma Mart, Hiiemaa Ants, Kenk Olev, Suviste Uku, Jaani Getter, Lätt Hedvig, Bernhardt Frank, Tiisler Alvar, Kilumets Juhan, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18997;https://media.err.ee:80/arhiiv/@/AUDIO/a_67502_RMARHIIV.m4a
5324;PÄEVAKAJA NR. 18998.;RMARH-67503;"";05.05.2013;00:15:08;Rebane Mari;Päevakaja;"Rebane Mari, Tiits Tarmo, Gaškov Ago, Kaarjas Rain, Ruuda Rasmus, Vilgats Ester, Ylitalo Jaana, Taliga Harri, Vare Kai, Metropoliit Kornelius, Mälberg Mall, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18998;https://media.err.ee:80/arhiiv/@/AUDIO/a_67503_RMARHIIV.m4a
5325;PÄEVAKAJA NR. 18999.;RMARH-67557;"";06.05.2013;00:24:26;Toom Uku;Päevakaja;"Toom Uku, Noorma Mart, Kallas Siim, Tralla Johannes, Niin Marianne, Koppel Evelin, Kiisler Indrek, Wulff Sari, Vare Kai, Ojaver Andres, Harjo Andres, Salme Janek, Elken Jaan, Kivimäe Juta, Rebane Mari, Pinnonen Mikk, Susi Joosep, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18999;https://media.err.ee:80/arhiiv/@/AUDIO/a_67557_RMARHIIV.m4a
5326;PÄEVAKAJA NR. 19000.;RMARH-67558;"";07.05.2013;00:24:42;Vare Kai;Päevakaja;"Vare Kai, Eenmäe Tõnis, Voormantsik Kaupo, Reivart Anu, Noorma Mart, Ojakivi Mirko, Olesk Eve, Kiisler Indrek, Hazak Aaro, Niklus Indrek, Kitt Robert, Venelaine Margus, Vissak Margit, Keevallik Andres, Toom Uku, Mutso Tarmo, Soopan Ivar, Tiisler Alvar, Berends Erki, Paet Urmas, Uudelepp Agu, Mälberg Mall, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-19000;https://media.err.ee:80/arhiiv/@/AUDIO/a_67558_RMARHIIV.m4a
5327;PÄEVAKAJA NR. 19001.;RMARH-67699;"";08.05.2013;00:23:37;Toom Uku;Päevakaja;"Toom Uku, Aaviksoo Jaak, Kalm Volli, Barabaner Hanon, Sobak Kristi, Ojakivi Mirko, Bambus Lauri, Paris Krister, Barnier Michel, Borg Tonio, Tralla Johannes, Reinsalu Urmas, Laev Gunnar, Vissak Margit, Ehin Kristiina, Lätt Hedvig, Tiisler Alvar, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-19001;https://media.err.ee:80/arhiiv/@/AUDIO/a_67699_RMARHIIV.m4a
5328;PÄEVAKAJA NR. 19002.;RMARH-67700;"";09.05.2013;00:24:18;Rebane Mari;Päevakaja;"Rebane Mari, Englas Kadri, Kruus Ülle, Soopan Ivar, Taimla Uno, Bode Külliki, Aus Piret, Ehrenpreis Piret, Pentus-Rosimannus Keit, Toom Uku, Raidla Jüri, Ilves Toomas Hendrik, Mälberg Mall, Paris Krister, Leemets Ants, Vaher Elmar, Gaškov Ago, Tungal Leelo, Sterling Bruce, Mletšin Leonid, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-19002;https://media.err.ee:80/arhiiv/@/AUDIO/a_67700_RMARHIIV.m4a
5329;PÄEVAKAJA NR. 19003.;RMARH-67748;"";10.05.2013;00:22:36;Mälberg Mall;Päevakaja;"Mälberg Mall, Valner Sulev, Mäeltsemees Sulev, Toom Uku, Kant Mare, Palusaar Jana, Sobak Kristi, Skromnov Gennadi, Sepp Edith, Lokk Tiina, Ojakivi Mirko, Väli Velvo, Gaškov Ago, Komissarov Eha, Tüür Mihkel, Karjatse Tõnu, Israel Märt, Visnapuu Indrek, Susi Joosep, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-19003;https://media.err.ee:80/arhiiv/@/AUDIO/a_67748_RMARHIIV.m4a
5330;PÄEVAKAJA NR. 19004.;RMARH-67787;"";11.05.2013;00:17:05;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Liin Enel, Seppo Mare, Aaviksoo Jaak, Taro Igor, Õunap Aage, Sinijärv Riivo, Tiisler Alvar, Gaškov Ago, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-19004;https://media.err.ee:80/arhiiv/@/AUDIO/a_67787_RMARHIIV.m4a
5331;PÄEVAKAJA NR. 19005.;RMARH-67858;"";12.05.2013;00:11:53;Vare Kai;Päevakaja;"Vare Kai, Ilves Toomas Hendrik, Oviir Siiri, Kobin Leo, Vahter Elar, Kasela Siret, Kobin Malle, Aleksandrov Veljo, Aule Margit, Karon Sigrid, Gaškov Ago, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-19005;https://media.err.ee:80/arhiiv/@/AUDIO/a_67858_RMARHIIV.m4a
5332;PÄEVAKAJA NR. 19006.;RMARH-67859;"";13.05.2013;00:24:02;Salme Janek;Päevakaja;"Salme Janek, Vitsur Heido, Aben Madis, Vassiljev Rannar, Kiisler Indrek, Liive Sandor, Ansip Andrus, Otsmaa Margitta, Agan Karla, Ots Märt, Kukke Moonika, Ojakivi Mirko, Pakosta Liisa-Ly, Reinvelt Riina, Allsalu Vano, Elken Jaan, Kard Elin, Karjatse Tõnu, Libe Taavi, Korjus Kevin, Nurmsalu Kaarel, Susi Joosep, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-19006;https://media.err.ee:80/arhiiv/@/AUDIO/a_67859_RMARHIIV.m4a
5333;PÄEVAKAJA NR. 19007.;RMARH-67925;"";14.05.2013;00:24:55;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Paet Urmas, Toom Uku, Kuningas Ahti, Ligi Jürgen, Tralla Johannes, Maruste Rait, Pikamäe Priit, Ahas Rein, Vissak Margit, Maitse-Pärkna Kati, Hillep Einar, Pevkur Hanno, Kiisler Indrek, Allik Jaak, Rebane Mari, Kanter Gerd, Tiisler Alvar, Normet Mart, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-19007;https://media.err.ee:80/arhiiv/@/AUDIO/a_67925_RMARHIIV.m4a
5334;PÄEVAKAJA NR. 19008.;RMARH-67926;"";15.05.2013;00:22:20;Mälberg Mall;Päevakaja;"Mälberg Mall, Ilves Toomas Hendrik, Heidmets Mati, Sepp Jüri, Toots Anu, Lauristin Marju, Rebane Raul, Toom Uku, Ilisson Ulla, Vissak Margit, Härm Aini, Edur Toomas, Upkin Sergei, Karjatse Tõnu, Sõmer Toivo, Johanson Ants, Lätt Hedvig, Tiisler Alvar, Libe Taavi, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-19008;https://media.err.ee:80/arhiiv/@/AUDIO/a_67926_RMARHIIV.m4a
5335;PÄEVAKAJA NR. 19009.;RMARH-67927;"";16.05.2013;00:24:21;Mälberg Mall;Päevakaja;"Mälberg Mall, Voog Aivar, Vare Kai, Ansip Andrus, Salme Janek, Saar Andrus, Kivirähk Juhan, Viik Linnar, Tallo Ivar, Toom Uku, Uustalu Kalev, Sildos Riina, Kissa Katrin, Karjatse Tõnu, Visnapuu Indrek, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-19009;https://media.err.ee:80/arhiiv/@/AUDIO/a_67927_RMARHIIV.m4a
5336;PÄEVAKAJA NR. 19010.;RMARH-68046;"";17.05.2013;00:22:04;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Huts Fernard, Melles Mart, Kaljurand Ain, Salme Janek, Pärn Anton, Lang Merike, Karjatse Tõnu, Väli Jane, Tirp Birgit, Ehrenpreis Piret, Suuk Garri, Sool Silvia, Lelov Marko, Luuk Merili, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-19010;https://media.err.ee:80/arhiiv/@/AUDIO/a_68046_RMARHIIV.m4a
5337;PÄEVAKAJA NR. 19011.;RMARH-68048;"";18.05.2013;00:17:16;Lass Liisu;Päevakaja;"Lass Liisu, Taimre Liisi, Elmend Indrek, Soopan Ivar, Pärt Anneli, Gaškov Ago, Normet Mart, Braschinsky Mark, Ehrenpreis Piret, Susi Joosep, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-19011;https://media.err.ee:80/arhiiv/@/AUDIO/a_68048_RMARHIIV.m4a
5338;PÄEVAKAJA NR. 19012.;RMARH-68049;"";19.05.2013;00:16:53;Mälberg Mall;Päevakaja;"Mälberg Mall, Severinov Igor, Luts Heiki, Nikolajev Jüri, Välja Katrin, Jakobson Jane, Ojakivi Mirko, Kaasik Margus, Astel Urmas, Tammearu Kuno, Kenk Olev, Jalonen Kadri, Simola Liisa, Linnoinen Pekka, Gaškov Ago, Õigemeel Birgit, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-19012;https://media.err.ee:80/arhiiv/@/AUDIO/a_68049_RMARHIIV.m4a
5339;PÄEVAKAJA NR. 19013.;RMARH-68098;"";20.05.2013;00:22:15;Vare Kai;Päevakaja;"Vare Kai, Kalmo Hent, Poopuu Tõnu, Kiisler Indrek, Parts Juhan, Vassiljev Rannar, Sõerd Aivar, Lindpere Heiki, Ninnas Toivo, Vissak Margit, Külmoja Irina, Jevstratova Svetlana, Ehrenpreis Piret, Keel Avo, Zopp Jürgen, Susi Joosep, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-19013;https://media.err.ee:80/arhiiv/@/AUDIO/a_68098_RMARHIIV.m4a
5340;PÄEVAKAJA NR. 19014.;RMARH-68099;"";21.05.2013;00:24:20;Mälberg Mall;Päevakaja;"Mälberg Mall, Arumäe Ruta, Lass Liisu, Särekanno Uku, Maluch Thilo, Valdaru Kert, Salme Janek, Raud Neeme, Rebane Mari, Ehin Riin, Ahtloo Allan, Raudsaar Mart, Väljaots Jaanus, Oll Sulev, Soomre Maria-Kristiina, Laansoo Karin, Karjatse Tõnu, Piiroja Raio, Libe Taavi, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-19014;https://media.err.ee:80/arhiiv/@/AUDIO/a_68099_RMARHIIV.m4a
5341;PÄEVAKAJA NR. 19015.;RMARH-68187;"";22.05.2013;00:24:19;Mälberg Mall;Päevakaja;"Mälberg Mall, Tralla Johannes, Reinsalu Urmas, Lass Liisu, Meikar Silver, Lauristin Marju, Maruste Rait, Helme Mart, Otsmaa Margitta, Vare Talis, Mikomägi Annika, Soopan Ivar, Nõmm Sirli, Peters Babette, Laigo Annike, Karjatse Tõnu, Olle Raul, Müürsepp Martin, Susi Joosep, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-19015;https://media.err.ee:80/arhiiv/@/AUDIO/a_68187_RMARHIIV.m4a
5342;PÄEVAKAJA NR. 19016.;RMARH-68188;"";23.05.2013;00:24:42;Lass Liisu;Päevakaja;"Lass Liisu, Ansip Andrus, Tralla Johannes, Eldermann Meelis, Gaškov Ago, Paet Urmas, Laane Aleksander, Vissak Margit, Grauberg Martha, Andrejev Sergei, Nikolajev Jüri, Kalm Ülo, Soopan Ivar, Vilu Vello, Kangur Kristjan, Talts Janar, Luuk Merili, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-19016;https://media.err.ee:80/arhiiv/@/AUDIO/a_68188_RMARHIIV.m4a
5343;PÄEVAKAJA NR. 19017.;RMARH-68232;"";24.05.2013;00:25:30;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Kruuse Ain, Püvi Keiu, Kallas Ly, Kiisler Indrek, Valner Sulev, Kübar Mihkel, Johanson Ants, Ojakivi Mirko, Rahuoja Riho, Oraste Tiina, Preeden Ulla, Erlenheim Marelle, Sobak Kristi, Siigur Urmas, Kork Andres, Kannus Anneli, Tali Kadri, Muda Merle, Treier Thea, Lobjakas Kai, Gurjanova Ilona, Rebane Mari, Libe Taavi, Olle Raul, Luuk Merili, Vait Kertu";https://arhiiv.err.ee/vaata/paevakaja-nr-19017;https://media.err.ee:80/arhiiv/@/AUDIO/a_68232_RMARHIIV.m4a
5344;PÄEVAKAJA NR. 19018.;RMARH-68255;"";25.05.2013;00:18:36;Sobak Kristi;Päevakaja;"Sobak Kristi, Kallas Kaja, Kirsipuu Valve, Rummo Paul-Eerik, Ansip Andrus, Ojakivi Mirko, Maiberg Tarmo, Feldman Ivar, Nikolajev Jüri, Salumets Üllar, Kõller Mariina, Taro Igor, Mikiver Carmen, Loog Priit, Anderson Ago, Ojaloo Triinu, Sool Silvia, Tiisler Alvar, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-19018;https://media.err.ee:80/arhiiv/@/AUDIO/a_68255_RMARHIIV.m4a
5345;Päevakaja: PÄEVAKAJA NR. 19019.;RMARH-68319;"";26.05.2013;00:15:10;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Kaljumäe Üllar, Kõrgvee Ago, Ehrenpreis Piret, Contra, Taro Igor, Meitern Helve, Koppel Karin, Kostabi Kristjan, Benotman Noman, Géré Francois, Maiberg Tarmo";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-19019;https://media.err.ee:80/arhiiv/@/AUDIO/.m4a
5346;Päevakaja: PÄEVAKAJA NR. 19020.;RMARH-68320;"";27.05.2013;00:22:39;Lass Liisu;Päevakaja;"Lass Liisu, Käosaar Irene, Sibrik Veera, Ehrenpreis Piret, Vissak Margit, Kallas Siim, Tralla Johannes, Kleinberg Anne, Rõivas Taavi, Karjatse Tõnu, Kasela Indrek, Priimägi Tristan, Zopp Jürgen, Sõber Andres, Libe Taavi, Sula Eva-Maria, Kleven Lise, Dirkx Annik, Metsik Pille, Tirkkanen Päivi, Rannaääre Urve, Grevstad Lise Kleven";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-19020;https://media.err.ee:80/arhiiv/@/AUDIO/.m4a
5347;PÄEVAKAJA NR. 19021.;RMARH-68352;"";28.05.2013;00:25:21;Vare Kai;Päevakaja;"Vare Kai, Neverovič Jaroslav, Butkevičius Algirdas, Parts Juhan, Sobak Kristi, Kasemäe Risto, Kurbatova Aljona, Rebane Mari, Udde Hannes, Hague William, Tralla Johannes, Noormägi Valdur, Anufriejv Aleksei, Vilgats Ester, Pihlak Anmar, Koemets Maano, Ojakivi Mirko, Teder Tiia, Eentalu Riina, Tiisler Alvar, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-19021;https://media.err.ee:80/arhiiv/@/AUDIO/a_68352_RMARHIIV.m4a
5348;PÄEVAKAJA NR. 19022.;RMARH-68353;"";29.05.2013;00:24:35;Mälberg Mall;Päevakaja;"Mälberg Mall, Rumm Hannes, Ansip Andrus, Simson Kadri, Toom Uku, Pevkur Hanno, Sööt Mari-Liis, Otsmaa Margitta, Kross Eerik-Niiles, Anvelt Andres, Randjärv Laine, Savisaar Edgar, Johnsen Sigbjörn, Ligi Jürgen, Tralla Johannes, Jefimov Aleksandr, Võhmar Tauno, Luhalaid Veikko, Nikolajev Jüri, Kaus Jan, Kaer Krista, Goodwin Jason, Eentalu Riina, Sõber Andres, Kangur Kristjan, Susi Joosep, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-19022;https://media.err.ee:80/arhiiv/@/AUDIO/a_68353_RMARHIIV.m4a
